Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-54mp,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,sentence,label,TriggerWord,Label
2623,1594144598343,07/07/2020 17:56:38,1594144598257,-4,07/07/2020 13:56:38,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,172,188,2,ReadingPres,Zone1,reading,166.6160000001546,null,,ready,8,0,1,0,,,false,7,7,Trial,The|athletes|arrive|at|the|starting|line|ready|for|the|race.,C.SVA.G.20,3,
2624,1594144598515,07/07/2020 17:56:38,1594144598432,-4,07/07/2020 13:56:38,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,172,188,2,ReadingPres,Zone1,reading,167.02399999997579,null,,for,9,0,1,0,,,false,7,7,Trial,The|athletes|arrive|at|the|starting|line|ready|for|the|race.,C.SVA.G.20,3,
2625,1594144598703,07/07/2020 17:56:38,1594144598567,-4,07/07/2020 13:56:38,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,172,188,2,ReadingPres,Zone1,reading,149.91399999987334,null,,the,10,0,1,0,,,false,7,7,Trial,The|athletes|arrive|at|the|starting|line|ready|for|the|race.,C.SVA.G.20,3,
2626,1594144600482,07/07/2020 17:56:40,1594144600376,-4,07/07/2020 13:56:40,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,172,188,2,ReadingPres,Zone1,reading,1802.28600000008,null,,race.,11,0,1,0,,,false,7,7,Trial,The|athletes|arrive|at|the|starting|line|ready|for|the|race.,C.SVA.G.20,3,
2627,1594144600653,07/07/2020 17:56:40,1594144600379,-4,07/07/2020 13:56:40,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,172,188,2,ReadingPres,Zone1,reading,3503.8209999999963,null,,Content End,,0,1,0,,,true,7,7,Trial,The|athletes|arrive|at|the|starting|line|ready|for|the|race.,C.SVA.G.20,3,
2628,1594144601200,07/07/2020 17:56:41,1594144601120,-4,07/07/2020 13:56:41,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,172,188,3,BlankScreen,Zone1,fixation,750.8430000001099,null,,null,,0,1,0,,,false,7,7,Trial,The|athletes|arrive|at|the|starting|line|ready|for|the|race.,C.SVA.G.20,3,
2629,1594144601513,07/07/2020 17:56:41,1594144601418,-4,07/07/2020 13:56:41,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,172,188,4,JudgmentResponse,Zone5,response_keyboard_single,286.28500003833324,null,,4,1,0,1,0,,,false,7,7,Trial,The|athletes|arrive|at|the|starting|line|ready|for|the|race.,C.SVA.G.20,3,
2630,1594144601888,07/07/2020 17:56:41,1594144601786,-4,07/07/2020 13:56:41,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,182,189,1,Fixation,fixation,fixation,383.6620000000112,null,,null,,0,1,0,,,false,7,7,Trial,The|man|pressed|the|death|as|he|boarded|the|elevator.,F.SS.I.41,5,
2631,1594144602108,07/07/2020 17:56:42,1594144602017,-4,07/07/2020 13:56:42,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,182,189,2,ReadingPres,Zone1,reading,216.77700000000186,null,,The,1,0,1,0,,,false,7,7,Trial,The|man|pressed|the|death|as|he|boarded|the|elevator.,F.SS.I.41,5,
2632,1594144602374,07/07/2020 17:56:42,1594144602285,-4,07/07/2020 13:56:42,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,182,189,2,ReadingPres,Zone1,reading,267.14199999999255,null,,man,2,0,1,0,,,false,7,7,Trial,The|man|pressed|the|death|as|he|boarded|the|elevator.,F.SS.I.41,5,
2633,1594144602608,07/07/2020 17:56:42,1594144602526,-4,07/07/2020 13:56:42,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,182,189,2,ReadingPres,Zone1,reading,250.31600000010803,null,,pressed,3,0,1,0,,,false,7,7,Trial,The|man|pressed|the|death|as|he|boarded|the|elevator.,F.SS.I.41,5,
2634,1594144602953,07/07/2020 17:56:42,1594144602768,-4,07/07/2020 13:56:42,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,182,189,2,ReadingPres,Zone1,reading,233.3269999998156,null,,the,4,0,1,0,,,false,7,7,Trial,The|man|pressed|the|death|as|he|boarded|the|elevator.,F.SS.I.41,5,
2635,1594144603140,07/07/2020 17:56:43,1594144603015,-4,07/07/2020 13:56:43,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,182,189,2,ReadingPres,Zone1,reading,250.53700000001118,null,,death,5,0,1,0,,,false,7,7,Trial,The|man|pressed|the|death|as|he|boarded|the|elevator.,F.SS.I.41,5,
2636,1594144603342,07/07/2020 17:56:43,1594144603253,-4,07/07/2020 13:56:43,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,182,189,2,ReadingPres,Zone1,reading,233.59799999999814,null,,as,6,0,1,0,,,false,7,7,Trial,The|man|pressed|the|death|as|he|boarded|the|elevator.,F.SS.I.41,5,
2637,1594144603578,07/07/2020 17:56:43,1594144603486,-4,07/07/2020 13:56:43,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,182,189,2,ReadingPres,Zone1,reading,233.60100000002421,null,,he,7,0,1,0,,,false,7,7,Trial,The|man|pressed|the|death|as|he|boarded|the|elevator.,F.SS.I.41,5,
2638,1594144603765,07/07/2020 17:56:43,1594144603670,-4,07/07/2020 13:56:43,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,182,189,2,ReadingPres,Zone1,reading,183.52900000009686,null,,boarded,8,0,1,0,,,false,7,7,Trial,The|man|pressed|the|death|as|he|boarded|the|elevator.,F.SS.I.41,5,
2639,1594144603906,07/07/2020 17:56:43,1594144603806,-4,07/07/2020 13:56:43,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,182,189,2,ReadingPres,Zone1,reading,149.88999999989755,null,,the,9,0,1,0,,,false,7,7,Trial,The|man|pressed|the|death|as|he|boarded|the|elevator.,F.SS.I.41,5,
2640,1594144604061,07/07/2020 17:56:44,1594144603956,-4,07/07/2020 13:56:43,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,182,189,2,ReadingPres,Zone1,reading,150.42800000007264,null,,elevator.,10,0,1,0,,,false,7,7,Trial,The|man|pressed|the|death|as|he|boarded|the|elevator.,F.SS.I.41,5,
2641,1594144604061,07/07/2020 17:56:44,1594144603957,-4,07/07/2020 13:56:43,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,182,189,2,ReadingPres,Zone1,reading,2169.1450000000186,null,,Content End,,0,1,0,,,true,7,7,Trial,The|man|pressed|the|death|as|he|boarded|the|elevator.,F.SS.I.41,5,
2642,1594144604795,07/07/2020 17:56:44,1594144604707,-4,07/07/2020 13:56:44,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,182,189,3,BlankScreen,Zone1,fixation,750.7469999999739,null,,null,,0,1,0,,,false,7,7,Trial,The|man|pressed|the|death|as|he|boarded|the|elevator.,F.SS.I.41,5,
2643,1594144605078,07/07/2020 17:56:45,1594144604991,-4,07/07/2020 13:56:44,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,182,189,4,JudgmentResponse,Zone2,response_keyboard_single,272.57999998982996,null,,1,1,0,1,0,,,false,7,7,Trial,The|man|pressed|the|death|as|he|boarded|the|elevator.,F.SS.I.41,5,
2644,1594144605484,07/07/2020 17:56:45,1594144605356,-4,07/07/2020 13:56:45,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,170,190,1,Fixation,fixation,fixation,367.1740000001155,null,,null,,0,1,0,,,false,7,7,Trial,The|discovery|these|four|electricians|are|dexterous|comforted|the|homeowners.,T.CP.WO.47,3,
2645,1594144605968,07/07/2020 17:56:45,1594144605871,-4,07/07/2020 13:56:45,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,170,190,2,ReadingPres,Zone1,reading,500.5629999998491,null,,The,1,0,1,0,,,false,7,7,Trial,The|discovery|these|four|electricians|are|dexterous|comforted|the|homeowners.,T.CP.WO.47,3,
2646,1594144606140,07/07/2020 17:56:46,1594144606058,-4,07/07/2020 13:56:46,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,170,190,2,ReadingPres,Zone1,reading,183.54200000013225,null,,discovery,2,0,1,0,,,false,7,7,Trial,The|discovery|these|four|electricians|are|dexterous|comforted|the|homeowners.,T.CP.WO.47,3,
2647,1594144606312,07/07/2020 17:56:46,1594144606238,-4,07/07/2020 13:56:46,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,170,190,2,ReadingPres,Zone1,reading,183.52700000000186,null,,these,3,0,1,0,,,false,7,7,Trial,The|discovery|these|four|electricians|are|dexterous|comforted|the|homeowners.,T.CP.WO.47,3,
2648,1594144606546,07/07/2020 17:56:46,1594144606435,-4,07/07/2020 13:56:46,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,170,190,2,ReadingPres,Zone1,reading,200.23199999984354,null,,four,4,0,1,0,,,false,7,7,Trial,The|discovery|these|four|electricians|are|dexterous|comforted|the|homeowners.,T.CP.WO.47,3,
2649,1594144606749,07/07/2020 17:56:46,1594144606667,-4,07/07/2020 13:56:46,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,170,190,2,ReadingPres,Zone1,reading,233.56200000015087,null,,electricians,5,0,1,0,,,false,7,7,Trial,The|discovery|these|four|electricians|are|dexterous|comforted|the|homeowners.,T.CP.WO.47,3,
2650,1594144607124,07/07/2020 17:56:47,1594144607039,-4,07/07/2020 13:56:47,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,170,190,2,ReadingPres,Zone1,reading,366.9949999998789,null,,are,6,0,1,0,,,false,7,7,Trial,The|discovery|these|four|electricians|are|dexterous|comforted|the|homeowners.,T.CP.WO.47,3,
2651,1594144607328,07/07/2020 17:56:47,1594144607241,-4,07/07/2020 13:56:47,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,170,190,2,ReadingPres,Zone1,reading,200.23500000010245,null,,dexterous,7,0,1,0,,,false,7,7,Trial,The|discovery|these|four|electricians|are|dexterous|comforted|the|homeowners.,T.CP.WO.47,3,
2652,1594144607531,07/07/2020 17:56:47,1594144607452,-4,07/07/2020 13:56:47,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,170,190,2,ReadingPres,Zone1,reading,216.9749999998603,null,,comforted,8,0,1,0,,,false,7,7,Trial,The|discovery|these|four|electricians|are|dexterous|comforted|the|homeowners.,T.CP.WO.47,3,
2653,1594144607707,07/07/2020 17:56:47,1594144607635,-4,07/07/2020 13:56:47,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,170,190,2,ReadingPres,Zone1,reading,183.55500000016764,null,,the,9,0,1,0,,,false,7,7,Trial,The|discovery|these|four|electricians|are|dexterous|comforted|the|homeowners.,T.CP.WO.47,3,
2654,1594144607926,07/07/2020 17:56:47,1594144607834,-4,07/07/2020 13:56:47,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,170,190,2,ReadingPres,Zone1,reading,200.06499999994412,null,,homeowners.,10,0,1,0,,,false,7,7,Trial,The|discovery|these|four|electricians|are|dexterous|comforted|the|homeowners.,T.CP.WO.47,3,
2655,1594144608083,07/07/2020 17:56:48,1594144607837,-4,07/07/2020 13:56:47,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,170,190,2,ReadingPres,Zone1,reading,2469.250999999931,null,,Content End,,0,1,0,,,true,7,7,Trial,The|discovery|these|four|electricians|are|dexterous|comforted|the|homeowners.,T.CP.WO.47,3,
2656,1594144608661,07/07/2020 17:56:48,1594144608578,-4,07/07/2020 13:56:48,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,170,190,3,BlankScreen,Zone1,fixation,750.9869999999646,null,,null,,0,1,0,,,false,7,7,Trial,The|discovery|these|four|electricians|are|dexterous|comforted|the|homeowners.,T.CP.WO.47,3,
2657,1594144609028,07/07/2020 17:56:49,1594144608946,-4,07/07/2020 13:56:48,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,170,190,4,JudgmentResponse,Zone4,response_keyboard_single,357.274999958463,null,,3,1,0,1,0,,,false,7,7,Trial,The|discovery|these|four|electricians|are|dexterous|comforted|the|homeowners.,T.CP.WO.47,3,
2658,1594144609389,07/07/2020 17:56:49,1594144609295,-4,07/07/2020 13:56:49,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,188,191,1,Fixation,fixation,fixation,350.6019999999553,null,,null,,0,1,0,,,false,7,7,Trial,The|nervous|groom|checked|herself|in|the|mirror.,F.GR.I.10,5,
2659,1594144609717,07/07/2020 17:56:49,1594144609639,-4,07/07/2020 13:56:49,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,188,191,2,ReadingPres,Zone1,reading,333.55200000014156,null,,The,1,0,1,0,,,false,7,7,Trial,The|nervous|groom|checked|herself|in|the|mirror.,F.GR.I.10,5,
2660,1594144610020,07/07/2020 17:56:50,1594144609927,-4,07/07/2020 13:56:49,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,188,191,2,ReadingPres,Zone1,reading,283.69999999995343,null,,nervous,2,0,1,0,,,false,7,7,Trial,The|nervous|groom|checked|herself|in|the|mirror.,F.GR.I.10,5,
2661,1594144610302,07/07/2020 17:56:50,1594144610228,-4,07/07/2020 13:56:50,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,188,191,2,ReadingPres,Zone1,reading,300.3649999999907,null,,groom,3,0,1,0,,,false,7,7,Trial,The|nervous|groom|checked|herself|in|the|mirror.,F.GR.I.10,5,
2662,1594144610567,07/07/2020 17:56:50,1594144610480,-4,07/07/2020 13:56:50,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,188,191,2,ReadingPres,Zone1,reading,250.33600000012666,null,,checked,4,0,1,0,,,false,7,7,Trial,The|nervous|groom|checked|herself|in|the|mirror.,F.GR.I.10,5,
2663,1594144610786,07/07/2020 17:56:50,1594144610703,-4,07/07/2020 13:56:50,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,188,191,2,ReadingPres,Zone1,reading,233.5999999998603,null,,herself,5,0,1,0,,,false,7,7,Trial,The|nervous|groom|checked|herself|in|the|mirror.,F.GR.I.10,5,
2664,1594144611005,07/07/2020 17:56:51,1594144610919,-4,07/07/2020 13:56:50,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,188,191,2,ReadingPres,Zone1,reading,216.60899999993853,null,,in,6,0,1,0,,,false,7,7,Trial,The|nervous|groom|checked|herself|in|the|mirror.,F.GR.I.10,5,
2665,1594144611256,07/07/2020 17:56:51,1594144611146,-4,07/07/2020 13:56:51,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,188,191,2,ReadingPres,Zone1,reading,217.0230000000447,null,,the,7,0,1,0,,,false,7,7,Trial,The|nervous|groom|checked|herself|in|the|mirror.,F.GR.I.10,5,
2666,1594144611426,07/07/2020 17:56:51,1594144611319,-4,07/07/2020 13:56:51,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,188,191,2,ReadingPres,Zone1,reading,183.6140000000596,null,,mirror.,8,0,1,0,,,false,7,7,Trial,The|nervous|groom|checked|herself|in|the|mirror.,F.GR.I.10,5,
2667,1594144611426,07/07/2020 17:56:51,1594144611320,-4,07/07/2020 13:56:51,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,188,191,2,ReadingPres,Zone1,reading,2018.7990000001155,null,,Content End,,0,1,0,,,true,7,7,Trial,The|nervous|groom|checked|herself|in|the|mirror.,F.GR.I.10,5,
2668,1594144612146,07/07/2020 17:56:52,1594144612065,-4,07/07/2020 13:56:52,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,188,191,3,BlankScreen,Zone1,fixation,750.7579999999143,null,,null,,0,1,0,,,false,7,7,Trial,The|nervous|groom|checked|herself|in|the|mirror.,F.GR.I.10,5,
2669,1594144612318,07/07/2020 17:56:52,1594144612207,-4,07/07/2020 13:56:52,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,188,191,4,JudgmentResponse,Zone2,response_keyboard_single,117.94000002555549,null,,1,1,0,1,0,,,false,7,7,Trial,The|nervous|groom|checked|herself|in|the|mirror.,F.GR.I.10,5,
2670,1594144612662,07/07/2020 17:56:52,1594144612566,-4,07/07/2020 13:56:52,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,166,192,1,Fixation,fixation,fixation,367.07299999985844,null,,null,,0,1,0,,,false,7,7,Trial,The|assumption|that|four|accountants|are|trusted|is|warranted.,T.CP.W.78,3,
2671,1594144612849,07/07/2020 17:56:52,1594144612764,-4,07/07/2020 13:56:52,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,166,192,2,ReadingPres,Zone1,reading,183.6060000001453,null,,The,1,0,1,0,,,false,7,7,Trial,The|assumption|that|four|accountants|are|trusted|is|warranted.,T.CP.W.78,3,
2672,1594144613022,07/07/2020 17:56:53,1594144612939,-4,07/07/2020 13:56:52,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,166,192,2,ReadingPres,Zone1,reading,183.47099999990314,null,,assumption,2,0,1,0,,,false,7,7,Trial,The|assumption|that|four|accountants|are|trusted|is|warranted.,T.CP.W.78,3,
2673,1594144613239,07/07/2020 17:56:53,1594144613146,-4,07/07/2020 13:56:53,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,166,192,2,ReadingPres,Zone1,reading,200.24900000006892,null,,that,3,0,1,0,,,false,7,7,Trial,The|assumption|that|four|accountants|are|trusted|is|warranted.,T.CP.W.78,3,
2674,1594144613446,07/07/2020 17:56:53,1594144613361,-4,07/07/2020 13:56:53,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,166,192,2,ReadingPres,Zone1,reading,216.78000000002794,null,,four,4,0,1,0,,,false,7,7,Trial,The|assumption|that|four|accountants|are|trusted|is|warranted.,T.CP.W.78,3,
2675,1594144613666,07/07/2020 17:56:53,1594144613579,-4,07/07/2020 13:56:53,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,166,192,2,ReadingPres,Zone1,reading,217.00199999986216,null,,accountants,5,0,1,0,,,false,7,7,Trial,The|assumption|that|four|accountants|are|trusted|is|warranted.,T.CP.W.78,3,
2676,1594144613899,07/07/2020 17:56:53,1594144613821,-4,07/07/2020 13:56:53,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,166,192,2,ReadingPres,Zone1,reading,250.26399999996647,null,,are,6,0,1,0,,,false,7,7,Trial,The|assumption|that|four|accountants|are|trusted|is|warranted.,T.CP.W.78,3,
2677,1594144614134,07/07/2020 17:56:54,1594144614054,-4,07/07/2020 13:56:54,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,166,192,2,ReadingPres,Zone1,reading,233.67400000011548,null,,trusted,7,0,1,0,,,false,7,7,Trial,The|assumption|that|four|accountants|are|trusted|is|warranted.,T.CP.W.78,3,
2678,1594144614352,07/07/2020 17:56:54,1594144614238,-4,07/07/2020 13:56:54,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,166,192,2,ReadingPres,Zone1,reading,183.53000000002794,null,,is,8,0,1,0,,,false,7,7,Trial,The|assumption|that|four|accountants|are|trusted|is|warranted.,T.CP.W.78,3,
2679,1594144614497,07/07/2020 17:56:54,1594144614406,-4,07/07/2020 13:56:54,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,166,192,2,ReadingPres,Zone1,reading,166.7719999998808,null,,warranted.,9,0,1,0,,,false,7,7,Trial,The|assumption|that|four|accountants|are|trusted|is|warranted.,T.CP.W.78,3,
2680,1594144614497,07/07/2020 17:56:54,1594144614407,-4,07/07/2020 13:56:54,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,166,192,2,ReadingPres,Zone1,reading,1835.3479999999981,null,,Content End,,0,1,0,,,true,7,7,Trial,The|assumption|that|four|accountants|are|trusted|is|warranted.,T.CP.W.78,3,
2681,1594144615233,07/07/2020 17:56:55,1594144615151,-4,07/07/2020 13:56:55,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,166,192,3,BlankScreen,Zone1,fixation,750.8360000001267,null,,null,,0,1,0,,,false,7,7,Trial,The|assumption|that|four|accountants|are|trusted|is|warranted.,T.CP.W.78,3,
2682,1594144615518,07/07/2020 17:56:55,1594144615424,-4,07/07/2020 13:56:55,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,166,192,4,JudgmentResponse,Zone5,response_keyboard_single,263.68500001262873,null,,4,1,0,1,0,,,false,7,7,Trial,The|assumption|that|four|accountants|are|trusted|is|warranted.,T.CP.W.78,3,
2683,1594144615862,07/07/2020 17:56:55,1594144615769,-4,07/07/2020 13:56:55,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,187,193,1,Fixation,fixation,fixation,350.528999999864,null,,null,,0,1,0,,,false,7,7,Trial,The|vain|prince|looked|at|herself|in|the|mirror.,F.GR.I.9,6,
